,0,weight,size
15590,Plissee_20,0.81,61.7
47033,Fvorhang,0.81,60.0
40656,Plissee_20,0.81,51.6
8,Plissee_20,0.81,82.3
20741,Plissee_wa,0.81,60.7
87870,Plissee_20,0.81,56.9
69641,Fvorhang,0.81,60.0
42490,Plissee_20,0.81,64.6
4124,Plissee_20,0.81,41.5
59467,Plissee_20,0.81,58.7
76913,Plissee_20,0.81,31.0
7211,Plissee_20,0.8200000000000001,65.0
4075,Plissee_20,0.8200000000000001,72.7
3787,Plissee_20,0.8200000000000001,34.7
60025,Plissee_20,0.8200000000000001,60.5
17985,Plissee_20,0.8200000000000001,66.0
63006,Plissee_20,0.8200000000000001,32.2
58819,Plissee_20,0.8200000000000001,48.0
74632,Plissee_20,0.8200000000000001,71.2
70565,Plissee_20,0.8200000000000001,51.0
58141,Plissee_wa,0.8200000000000001,47.6
76553,Plissee_20,0.8200000000000001,39.5
86571,Plissee_20,0.8200000000000001,33.0
15974,Rollo,0.8200000000000001,60.0
85880,Rollo,0.8200000000000001,50.0
42899,Plissee_20,0.8200000000000001,61.4
72539,Plissee_20,0.8200000000000001,62.4
52511,Plissee_20,0.8200000000000001,48.0
3756,Plissee_20,0.8200000000000001,75.2
3767,Plissee_20,0.8200000000000001,80.5
11133,Plissee_20,0.8200000000000001,74.7
30825,Plissee_20,0.8200000000000001,70.0
89768,Plissee_20,0.8200000000000001,71.7
25691,Rollo,0.8200000000000001,8.0
25056,Plissee_20,0.8200000000000001,39.7
36451,Plissee_20,0.8200000000000001,53.0
36454,Plissee_20,0.8200000000000001,68.6
36460,Plissee_20,0.8200000000000001,68.8
88551,Plissee_20,0.8200000000000001,69.3
41599,Plissee_20,0.8200000000000001,65.0
54551,Plissee_20,0.8200000000000001,71.5
44932,Fvorhang,0.8200000000000001,53.0
59949,Plissee_20,0.8200000000000001,60.5
617,Plissee_20,0.8200000000000001,69.7
4589,Plissee_20,0.8200000000000001,38.3
85,Plissee_20,0.8200000000000001,40.7
24388,Plissee_wa,0.8200000000000001,47.6
36463,Plissee_20,0.8200000000000001,32.7
38128,Pruefung,0.8200000000000001,99.9
15121,Plissee_20,0.8200000000000001,60.0
44273,Rollo,0.8200000000000001,49.3
20180,Plissee_20,0.8200000000000001,74.0
21048,Plissee_20,0.8200000000000001,71.7
51237,Plissee_20,0.8200000000000001,66.2
24033,Plissee_20,0.8200000000000001,65.2
19860,Plissee_20,0.8200000000000001,69.2
74888,Reparatur,0.8200000000000001,99.9
86072,Plissee_20,0.8200000000000001,35.1
29039,Plissee_20,0.8200000000000001,57.3
23367,Reparatur,0.8200000000000001,99.9
3045,Plissee_20,0.8200000000000001,32.0
91529,Plissee_20,0.8200000000000001,58.8
44268,Plissee_20,0.8200000000000001,63.0
91334,Plissee_20,0.8200000000000001,59.5
26785,Plissee_20,0.8200000000000001,32.4
68477,Plissee_20,0.8200000000000001,64.0
64480,Plissee_20,0.8200000000000001,54.5
24064,Reparatur,0.8200000000000001,76.7
23961,Plissee_20,0.8200000000000001,32.0
7058,Plissee_20,0.8200000000000001,67.7
38614,Rollo,0.8200000000000001,65.0
83934,Plissee_20,0.8200000000000001,68.4
47362,Plissee_wa,0.8200000000000001,65.8
88632,Plissee_20,0.8200000000000001,68.2
14554,Plissee_20,0.8200000000000001,53.7
76872,Rollo,0.8200000000000001,58.1
17692,Plissee_20,0.8200000000000001,39.5
9402,Plissee_20,0.8200000000000001,71.2
49646,Plissee_20,0.8200000000000001,49.6
49649,Plissee_20,0.8200000000000001,58.2
88856,Plissee_20,0.8200000000000001,70.2
67866,Plissee_wa,0.8200000000000001,51.4
64256,Plissee_20,0.8200000000000001,72.5
15893,Plissee_20,0.8200000000000001,68.5
65723,Plissee_wa,0.8200000000000001,57.7
9792,Plissee_20,0.8200000000000001,41.1
28141,Plissee_20,0.8200000000000001,73.5
56275,Plissee_20,0.8200000000000001,73.6
76058,Plissee_20,0.8200000000000001,58.8
40054,Plissee_20,0.8200000000000001,58.2
563,Plissee_wa,0.8200000000000001,42.5
23290,Plissee_20,0.8200000000000001,32.2
66846,Plissee_20,0.8200000000000001,62.2
62075,Plissee_20,0.8200000000000001,62.5
44721,Plissee_20,0.8200000000000001,47.0
84658,Plissee_wa,0.8200000000000001,53.7
77065,Plissee_20,0.8200000000000001,70.5
24706,Plissee_20,0.8200000000000001,36.8
57291,Plissee_20,0.8200000000000001,65.0
2125,Plissee_20,0.8200000000000001,65.2
42874,Plissee_20,0.8200000000000001,62.3
24547,Plissee_20,0.8200000000000001,67.0
89723,Plissee_20,0.8200000000000001,64.9
45978,Plissee_20,0.8200000000000001,56.2
90952,Plissee_20,0.8200000000000001,59.6
33677,Plissee_20,0.8200000000000001,71.0
69398,Plissee_20,0.8200000000000001,58.5
69404,Plissee_20,0.8200000000000001,51.5
70199,Rollo,0.8200000000000001,61.7
16290,Plissee_20,0.8200000000000001,74.1
16349,Plissee_20,0.8200000000000001,37.2
88522,Plissee_20,0.8200000000000001,65.0
77579,Plissee_20,0.8200000000000001,71.7
84630,Plissee_20,0.8200000000000001,69.4
20465,Plissee_20,0.8200000000000001,62.7
80153,Plissee_wa,0.8200000000000001,42.7
68476,Plissee_20,0.8200000000000001,60.0
45132,Plissee_20,0.8200000000000001,48.8
5872,Plissee_20,0.8200000000000001,50.7
31752,Plissee_20,0.8200000000000001,59.8
778,Plissee_20,0.8200000000000001,42.8
90281,Plissee_20,0.8200000000000001,63.7
53514,Plissee_20,0.8200000000000001,35.7
20846,Plissee_20,0.8200000000000001,65.7
5699,Plissee_20,0.8200000000000001,68.7
60679,Plissee_20,0.8200000000000001,55.6
21250,Plissee_20,0.8200000000000001,63.8
90117,Plissee_20,0.8200000000000001,54.7
13129,Plissee_20,0.8200000000000001,85.7
54129,Rollo,0.8200000000000001,57.0
67278,Plissee_20,0.8200000000000001,49.8
27880,Plissee_20,0.8200000000000001,69.5
11257,Plissee_20,0.8200000000000001,73.5
41766,Reparatur,0.8200000000000001,72.0
15742,Rollo,0.8200000000000001,60.3
52184,Rollo,0.8200000000000001,75.8
87581,Plissee_20,0.8200000000000001,34.0
87538,Reparatur,0.8200000000000001,99.9
38675,Reparatur,0.8200000000000001,74.0
30739,Plissee_20,0.8200000000000001,33.7
32325,Rollo,0.8200000000000001,79.5
50291,Plissee_wa,0.8200000000000001,54.0
32047,Plissee_20,0.8200000000000001,65.0
38717,Plissee_20,0.8200000000000001,83.0
23506,Plissee_20,0.8200000000000001,71.3
27473,Plissee_20,0.8200000000000001,42.0
16110,Plissee_20,0.8200000000000001,69.7
27058,Plissee_20,0.8200000000000001,39.2
35928,Plissee_20,0.8200000000000001,67.0
66799,Fvorhang,0.8200000000000001,22.0
45220,Plissee_20,0.8200000000000001,54.7
92416,Reparatur,0.8200000000000001,75.0
83701,Plissee_20,0.8200000000000001,65.8
92245,Rollo,0.8200000000000001,60.0
42621,Plissee_wa,0.8200000000000001,72.1
8207,Rollo,0.8200000000000001,122.0
51316,Reparatur,0.8200000000000001,75.0
12731,Plissee_20,0.8200000000000001,61.8
18454,Plissee_20,0.8200000000000001,70.0
38331,Plissee_20,0.8200000000000001,62.6
59060,Plissee_20,0.8200000000000001,44.7
74993,Plissee_20,0.8200000000000001,69.7
60398,Plissee_20,0.8200000000000001,118.9
43940,Plissee_20,0.8200000000000001,117.0
8510,Reparatur,0.8200000000000001,62.0
43355,Plissee_20,0.8200000000000001,46.0
22986,Plissee_20,0.8200000000000001,90.1
14338,Plissee_20,0.8200000000000001,74.2
28227,Plissee_20,0.8200000000000001,84.8
87207,Fvorhang,0.8200000000000001,54.0
53539,Plissee_20,0.8200000000000001,60.0
24667,Plissee_20,0.8200000000000001,75.8
14836,Plissee_20,0.8200000000000001,82.0
60100,Plissee_20,0.8200000000000001,91.5
38825,Plissee_20,0.8200000000000001,70.5
30828,Plissee_20,0.8200000000000001,37.2
49786,Plissee_20,0.8200000000000001,59.0
6506,Plissee_20,0.8200000000000001,31.7
47206,Plissee_20,0.8200000000000001,71.5
56629,Plissee_20,0.8200000000000001,74.1
56613,Plissee_20,0.8200000000000001,73.6
52701,Plissee_20,0.8200000000000001,72.5
65463,Plissee_20,0.8200000000000001,61.5
32549,Jalousie,0.8200000000000001,90.0
62044,Plissee_20,0.8200000000000001,58.5
46090,Plissee_20,0.8200000000000001,63.7
62495,Plissee_20,0.8200000000000001,36.7
66446,Plissee_20,0.8200000000000001,51.0
3374,Fvorhang,0.8200000000000001,60.0
85885,Plissee_20,0.8200000000000001,53.0
27331,Plissee_20,0.8200000000000001,68.7
55427,Plissee_wa,0.8200000000000001,30.2
14968,Plissee_20,0.8200000000000001,70.6
15779,Plissee_20,0.8200000000000001,71.7
3968,Plissee_20,0.8200000000000001,71.7
26644,Plissee_20,0.8200000000000001,65.3
21458,Plissee_20,0.8200000000000001,36.3
84917,Plissee_20,0.8200000000000001,49.5
64039,Plissee_20,0.8200000000000001,65.5
64020,Plissee_20,0.8200000000000001,60.1
82958,Reparatur,0.8200000000000001,60.2
76247,Plissee_20,0.8200000000000001,43.4
78924,Plissee_wa,0.8200000000000001,55.3
6269,Plissee_wa,0.8200000000000001,50.6
13161,Plissee_20,0.8200000000000001,60.5
80269,Plissee_20,0.8200000000000001,67.7
26454,Fvorhang,0.8200000000000001,56.0
18239,Plissee_20,0.8200000000000001,71.0
12894,Reparatur,0.8200000000000001,75.0
56140,Plissee_20,0.8200000000000001,56.6
37196,Rollo,0.8200000000000001,58.4
47897,Plissee_20,0.8200000000000001,32.3
8177,Plissee_20,0.8200000000000001,75.8
4030,Plissee_20,0.8200000000000001,38.8
15669,Plissee_wa,0.8200000000000001,70.0
8570,Plissee_20,0.8200000000000001,70.5
63503,Plissee_20,0.8200000000000001,60.9
56034,Plissee_20,0.8200000000000001,54.0
40270,Rollo,0.8200000000000001,100.0
38057,Plissee_wa,0.8200000000000001,32.5
77545,Plissee_wa,0.8300000000000001,66.0
6213,Plissee_20,0.8300000000000001,63.7
168,Plissee_20,0.8300000000000001,80.1
45523,Plissee_wa,0.8300000000000001,49.4
47771,Plissee_20,0.8300000000000001,61.5
8129,Plissee_20,0.8300000000000001,72.7
2272,Fvorhang,0.8300000000000001,60.0
10402,Reparatur,0.8300000000000001,72.7
26902,Plissee_20,0.8300000000000001,73.1
10426,Plissee_20,0.8300000000000001,62.0
26,Pruefung,0.8300000000000001,82.3
19669,Plissee_20,0.8300000000000001,41.2
969,Plissee_20,0.8300000000000001,71.1
19649,Plissee_20,0.8300000000000001,73.7
23732,Plissee_20,0.8300000000000001,62.7
38752,Plissee_20,0.8300000000000001,67.6
24288,Plissee_20,0.8300000000000001,71.7
225,Plissee_20,0.8300000000000001,47.0
79299,Plissee_20,0.8300000000000001,64.0
67582,Fvorhang,0.8300000000000001,60.0
26445,Plissee_20,0.8300000000000001,59.2
17898,Plissee_20,0.8300000000000001,63.2
83489,Plissee_20,0.8300000000000001,53.8
4023,Plissee_20,0.8300000000000001,80.0
27627,Plissee_20,0.8300000000000001,72.0
21678,Plissee_20,0.8300000000000001,66.7
18282,Plissee_20,0.8300000000000001,67.7
5336,Reparatur,0.8300000000000001,99.9
57831,Plissee_20,0.8300000000000001,61.3
40420,Plissee_20,0.8300000000000001,46.3
26021,Plissee_20,0.8300000000000001,52.8
84653,Plissee_20,0.8300000000000001,55.0
5791,Plissee_20,0.8300000000000001,59.7
41616,Plissee_20,0.8300000000000001,57.5
77638,Reparatur,0.8300000000000001,99.9
507,Plissee_20,0.8300000000000001,52.0
14902,Plissee_20,0.8300000000000001,80.0
4676,Plissee_20,0.8300000000000001,34.2
53183,Plissee_20,0.8300000000000001,60.0
27356,Rollo,0.8300000000000001,45.5
28602,Reparatur,0.8300000000000001,99.9
58308,Rollo,0.8300000000000001,54.6
10654,Plissee_20,0.8300000000000001,40.5
51238,Plissee_20,0.8300000000000001,65.5
22849,Plissee_20,0.8300000000000001,27.0
83400,Plissee_20,0.8300000000000001,60.8
28600,Plissee_20,0.8300000000000001,71.3
65700,Plissee_20,0.8300000000000001,61.1
26072,Plissee_20,0.8300000000000001,69.2
15486,Plissee_20,0.8300000000000001,75.2
52525,Plissee_20,0.8300000000000001,56.0
62063,Plissee_20,0.8300000000000001,45.2
65989,Plissee_wa,0.8300000000000001,63.2
2111,Plissee_20,0.8300000000000001,55.1
91963,Plissee_20,0.8300000000000001,73.0
18299,Plissee_20,0.8300000000000001,70.0
74650,Plissee_20,0.8300000000000001,66.7
13878,Plissee_20,0.8300000000000001,84.7
15865,Plissee_20,0.8300000000000001,75.5
15883,Plissee_20,0.8300000000000001,68.3
43873,Plissee_wa,0.8300000000000001,55.0
75487,Plissee_20,0.8300000000000001,114.0
62069,Plissee_20,0.8300000000000001,74.6
60168,Plissee_20,0.8300000000000001,46.7
75070,Plissee_20,0.8300000000000001,73.6
33455,Plissee_20,0.8300000000000001,46.0
28646,Plissee_20,0.8300000000000001,62.8
12838,Plissee_20,0.8300000000000001,73.2
5966,Plissee_20,0.8300000000000001,70.7
77609,Plissee_wa,0.8300000000000001,57.0
47161,Plissee_20,0.8300000000000001,61.7
75182,Plissee_20,0.8300000000000001,61.0
14869,Plissee_20,0.8300000000000001,73.2
21418,Reparatur,0.8300000000000001,71.8
31768,Plissee_20,0.8300000000000001,39.7
3769,Plissee_20,0.8300000000000001,71.0
72538,Reparatur,0.8300000000000001,99.9
76125,Plissee_20,0.8300000000000001,35.8
91141,Plissee_20,0.8300000000000001,69.5
52817,Plissee_20,0.8300000000000001,69.8
17482,Reparatur,0.8300000000000001,63.7
17499,Plissee_20,0.8300000000000001,79.7
18453,Plissee_20,0.8300000000000001,84.3
10184,Plissee_20,0.8300000000000001,74.4
3747,Plissee_20,0.8300000000000001,70.0
4209,Plissee_20,0.8300000000000001,76.3
71130,Plissee_20,0.8300000000000001,52.3
19898,Endkappen,0.8300000000000001,128.4
74918,Plissee_20,0.8300000000000001,42.7
13154,Plissee_20,0.8300000000000001,73.0
42550,Plissee_20,0.8300000000000001,70.3
15991,Plissee_20,0.8300000000000001,68.5
27704,Plissee_20,0.8300000000000001,72.3
32769,Plissee_20,0.8300000000000001,67.8
78341,Rollo,0.8300000000000001,48.1
3738,Plissee_20,0.8300000000000001,83.7
16060,Reparatur,0.8300000000000001,77.5
66797,Fvorhang,0.8300000000000001,60.0
21810,Plissee_20,0.8300000000000001,31.0
6014,Plissee_20,0.8300000000000001,70.5
45044,Jalousie,0.8300000000000001,97.8
91479,Plissee_20,0.8300000000000001,59.7
44838,Plissee_wa,0.8300000000000001,41.7
29868,Plissee_20,0.8300000000000001,72.3
82222,Plissee_20,0.8300000000000001,60.4
80010,Plissee_20,0.8300000000000001,63.0
57009,Plissee_20,0.8300000000000001,48.9
44689,Plissee_20,0.8300000000000001,55.7
88025,Plissee_20,0.8300000000000001,68.0
53133,Plissee_20,0.8300000000000001,32.7
48517,Plissee_wa,0.8300000000000001,49.0
39410,Plissee_wa,0.8300000000000001,43.4
25396,Plissee_20,0.8300000000000001,80.7
71841,Plissee_20,0.8300000000000001,71.2
83750,Plissee_20,0.8300000000000001,61.7
6134,Plissee_wa,0.8300000000000001,70.4
54490,Plissee_20,0.8300000000000001,69.8
79804,Plissee_20,0.8300000000000001,65.7
87140,Plissee_20,0.8300000000000001,62.5
46803,Plissee_wa,0.8300000000000001,53.7
74466,Plissee_20,0.8300000000000001,55.2
32289,Reparatur,0.8300000000000001,73.0
71983,Plissee_20,0.8300000000000001,53.7
67026,Plissee_20,0.8300000000000001,57.9
25348,Rollo,0.8300000000000001,94.0
61193,Rollo,0.8300000000000001,69.6
58600,Fvorhang,0.8300000000000001,74.0
4409,Plissee_20,0.8300000000000001,66.7
70370,Reparatur,0.8300000000000001,75.0
15256,Plissee_20,0.8300000000000001,60.8
15312,Plissee_20,0.8300000000000001,42.7
46159,Plissee_20,0.8300000000000001,65.0
60057,Plissee_20,0.8300000000000001,67.0
21329,Plissee_20,0.8300000000000001,67.7
29159,Plissee_20,0.8300000000000001,33.2
66336,Plissee_20,0.8300000000000001,62.0
90661,Plissee_20,0.8300000000000001,71.2
77794,Plissee_20,0.8300000000000001,73.0
22062,Plissee_20,0.8300000000000001,66.9
18759,Plissee_wa,0.8300000000000001,60.5
62310,Plissee_20,0.8300000000000001,64.5
30869,Plissee_20,0.8300000000000001,69.1
55902,Plissee_20,0.8300000000000001,36.7
62860,Plissee_20,0.8300000000000001,68.7
62862,Plissee_20,0.8300000000000001,37.0
74761,Plissee_20,0.8300000000000001,75.5
41987,Plissee_20,0.8300000000000001,58.8
43059,Plissee_wa,0.8300000000000001,85.5
74891,Plissee_20,0.8300000000000001,69.2
58317,Plissee_20,0.8300000000000001,37.4
82124,Reparatur,0.8300000000000001,99.9
71802,Plissee_wa,0.8300000000000001,54.7
39803,Plissee_20,0.8300000000000001,72.3
25831,Plissee_20,0.8300000000000001,68.0
48980,Plissee_20,0.8300000000000001,33.2
49947,Plissee_20,0.8300000000000001,75.5
25274,Plissee_20,0.8300000000000001,82.1
86109,Plissee_20,0.8300000000000001,34.5
35590,Plissee_20,0.8300000000000001,30.0
30897,Reparatur,0.8300000000000001,48.5
91090,Rollo,0.8300000000000001,40.0
5887,Plissee_20,0.8300000000000001,28.7
82154,Plissee_wa,0.8300000000000001,61.0
18672,Plissee_20,0.8300000000000001,42.7
18674,Plissee_wa,0.8300000000000001,52.5
6914,Plissee_20,0.8300000000000001,77.2
27171,Plissee_wa,0.8300000000000001,53.7
65099,Plissee_20,0.8300000000000001,62.7
49048,Plissee_20,0.8300000000000001,49.2
34025,Plissee_20,0.8300000000000001,73.0
37717,Fvorhang,0.8300000000000001,60.0
36068,Plissee_20,0.8300000000000001,73.5
87554,Plissee_20,0.8300000000000001,104.8
64615,Plissee_20,0.8300000000000001,72.5
14751,Plissee_20,0.8300000000000001,69.7
16951,Plissee_20,0.8300000000000001,56.7
70186,Plissee_20,0.8300000000000001,62.5
31302,Reparatur,0.8300000000000001,82.7
89710,Pruefung,0.8300000000000001,72.0
22163,Plissee_20,0.8300000000000001,53.1
3155,Plissee_20,0.8300000000000001,73.7
51853,Plissee_20,0.8300000000000001,56.8
16284,Plissee_20,0.8300000000000001,87.2
15081,Plissee_20,0.8300000000000001,85.8
68605,Plissee_20,0.8300000000000001,80.0
8602,Plissee_20,0.8300000000000001,54.5
88770,Plissee_20,0.8300000000000001,34.9
40275,Plissee_20,0.8300000000000001,45.8
13933,Rollo,0.8300000000000001,61.3
81964,Plissee_20,0.8300000000000001,62.0
77007,Plissee_20,0.8300000000000001,74.8
50963,Plissee_20,0.8300000000000001,49.7
74715,Plissee_20,0.8300000000000001,41.8
66691,Reparatur,0.8300000000000001,44.4
4055,Plissee_20,0.8300000000000001,37.0
28947,Plissee_20,0.8300000000000001,78.0
58111,Rollo,0.8300000000000001,62.6
20658,Plissee_20,0.84,76.5
13949,Plissee_20,0.84,85.7
5479,Plissee_20,0.84,42.5
22700,Rollo,0.84,111.6
28471,Plissee_20,0.84,79.7
8606,Plissee_20,0.84,64.3
86714,Plissee_20,0.84,63.7
1658,Plissee_20,0.84,82.7
38747,Plissee_20,0.84,75.6
91202,Plissee_20,0.84,51.0
73276,Plissee_20,0.84,68.6
49352,Plissee_20,0.84,81.7
66690,Reparatur,0.84,99.9
73981,Reparatur,0.84,99.9
29595,Rollo,0.84,81.8
4071,Plissee_20,0.84,48.0
5418,Plissee_20,0.84,60.7
52235,Reparatur,0.84,99.9
60538,Plissee_20,0.84,56.5
28757,Plissee_20,0.84,36.7
72649,Plissee_20,0.84,62.5
16877,Plissee_20,0.84,74.2
83093,Plissee_20,0.84,59.0
89711,Plissee_20,0.84,68.7
27233,Plissee_20,0.84,35.0
55261,Plissee_wa,0.84,60.5
38601,Plissee_20,0.84,58.8
30357,Plissee_wa,0.84,66.0
3987,Plissee_20,0.84,81.5
30034,Plissee_20,0.84,58.7
26416,Rollo,0.84,60.0
81178,Rollo,0.84,61.3
55761,Reparatur,0.84,99.9
60875,Rollo,0.84,103.7
60894,Plissee_20,0.84,59.5
52562,Plissee_wa,0.84,68.0
20061,Plissee_20,0.84,73.7
70001,Plissee_20,0.84,38.0
11982,Plissee_wa,0.84,56.7
52128,Plissee_20,0.84,54.5
84652,Plissee_wa,0.84,68.0
88405,Reparatur,0.84,62.5
29411,Plissee_wa,0.84,57.7
47671,Plissee_20,0.84,72.0
18291,Plissee_20,0.84,78.7
81499,Fvorhang,0.84,60.0
29263,Plissee_20,0.84,76.8
28982,Plissee_20,0.84,72.2
22493,Plissee_20,0.84,62.4
63906,Reparatur,0.84,55.0
75336,Plissee_20,0.84,55.4
20252,Plissee_20,0.84,71.2
49885,Plissee_wa,0.84,62.0
35988,Reparatur,0.84,72.0
22094,Plissee_wa,0.84,57.5
71600,Fvorhang,0.84,60.0
55394,Plissee_20,0.84,39.7
32105,Plissee_20,0.84,67.2
65100,Plissee_wa,0.84,59.7
9237,Plissee_20,0.84,76.7
18630,Plissee_20,0.84,88.2
19772,Plissee_20,0.84,79.0
36808,Plissee_20,0.84,64.7
4149,Plissee_20,0.84,71.5
76439,Reparatur,0.84,74.1
80569,Plissee_20,0.84,54.0
15787,Plissee_20,0.84,69.7
2603,Plissee_20,0.84,29.7
32571,Plissee_20,0.84,64.7
88262,Plissee_20,0.84,64.0
15015,Plissee_20,0.84,61.2
36462,Plissee_20,0.84,37.0
86276,Reparatur,0.84,99.9
33174,Plissee_20,0.84,58.8
13016,Plissee_20,0.84,70.0
92588,Plissee_20,0.84,61.5
61852,Plissee_20,0.84,50.5
58221,Plissee_20,0.84,34.5
46497,Plissee_20,0.84,80.5
70469,Plissee_20,0.84,106.0
44029,Rollo,0.84,100.0
4454,Plissee_20,0.84,70.0
16263,Plissee_20,0.84,61.2
59388,Plissee_wa,0.84,73.7
1580,Reparatur,0.84,76.0
74233,Rollo,0.84,49.3
56254,Fvorhang,0.84,60.0
13062,Plissee_20,0.84,64.6
6491,Plissee_wa,0.84,58.7
49494,Plissee_20,0.84,73.7
31072,Plissee_20,0.84,80.1
33737,Rollo,0.84,61.3
51366,Plissee_20,0.84,64.2
5299,Reparatur,0.84,73.5
65356,Plissee_20,0.84,69.9
36522,Plissee_20,0.84,77.5
70300,Fvorhang,0.84,70.0
5256,Plissee_20,0.84,40.0
92598,Plissee_20,0.84,72.0
19982,Plissee_20,0.84,62.2
9278,Plissee_20,0.84,84.2
32661,Plissee_20,0.84,40.7
10682,Plissee_wa,0.84,50.6
30553,Plissee_20,0.84,37.7
63096,Plissee_wa,0.84,48.0
34665,Plissee_20,0.84,68.3
3781,Plissee_20,0.84,35.7
16711,Plissee_20,0.84,79.7
23639,Plissee_wa,0.84,43.7
3277,Plissee_20,0.84,78.5
3757,Plissee_20,0.84,61.3
41937,Plissee_20,0.84,74.9
10735,Plissee_20,0.84,39.0
23069,Rollo,0.84,39.0
6566,Plissee_20,0.84,60.0
58462,Plissee_wa,0.84,47.5
35223,Plissee_20,0.84,40.5
83314,Plissee_wa,0.84,59.5
407,Plissee_20,0.84,84.7
80969,Plissee_20,0.84,60.5
67738,Plissee_20,0.84,68.7
86933,Plissee_20,0.84,55.5
59611,Plissee_20,0.84,67.6
29915,Plissee_20,0.84,81.0
68481,Plissee_20,0.84,67.5
31594,Plissee_20,0.84,41.0
31405,Plissee_20,0.84,65.3
22204,Plissee_20,0.84,54.4
11010,Plissee_wa,0.84,40.0
51740,Plissee_20,0.84,61.0
75643,Plissee_20,0.84,33.5
9677,Plissee_20,0.84,34.0
48121,Plissee_20,0.84,59.4
78340,Plissee_wa,0.84,53.5
21606,Plissee_20,0.84,61.0
64201,Plissee_wa,0.84,60.5
43381,Plissee_20,0.84,68.2
34548,Plissee_20,0.84,35.7
5681,Plissee_20,0.84,37.4
25965,Plissee_20,0.84,68.2
16744,Plissee_20,0.84,47.0
23584,Plissee_20,0.84,70.8
74274,Plissee_20,0.84,78.4
5986,Plissee_20,0.84,82.5
35461,Plissee_wa,0.84,82.7
15372,Reparatur,0.84,74.0
46419,Reparatur,0.84,99.9
59406,Plissee_20,0.84,55.5
21792,Rollo,0.84,50.0
69416,Plissee_20,0.84,55.0
13173,Plissee_20,0.84,40.8
6365,Plissee_20,0.84,39.7
17176,Plissee_20,0.84,77.2
86065,Plissee_20,0.84,60.8
61226,Plissee_20,0.84,32.5
74885,Reparatur,0.84,99.9
56897,Plissee_20,0.84,32.3
29083,Plissee_20,0.84,60.7
15233,Plissee_20,0.84,71.5
82911,Plissee_20,0.84,66.0
57185,Plissee_wa,0.84,56.3
59262,Plissee_20,0.84,59.8
6056,Faltrollo,0.84,92.0
34505,Plissee_wa,0.84,49.4
34517,Rollo,0.84,61.3
92434,Reparatur,0.84,47.5
65932,Plissee_20,0.84,45.5
44336,Plissee_20,0.84,56.3
41040,Plissee_20,0.84,65.2
90646,Plissee_20,0.84,31.3
40306,Plissee_20,0.84,59.7
10054,Plissee_20,0.84,70.7
289,Plissee_20,0.84,64.2
13614,Plissee_20,0.84,46.0
28847,Plissee_20,0.84,72.5
13128,Plissee_20,0.84,76.7
17222,Plissee_20,0.84,68.4
72369,Plissee_20,0.84,58.0
34483,Plissee_20,0.84,70.2
56394,Plissee_20,0.84,46.4
48710,Plissee_20,0.84,72.0
50400,Plissee_wa,0.84,58.0
71819,Plissee_20,0.84,61.5
928,Plissee_20,0.84,54.2
7621,Plissee_20,0.84,58.3
51885,Plissee_20,0.84,36.7
70320,Plissee_20,0.84,68.0
4395,Plissee_wa,0.84,28.1
86874,Plissee_20,0.84,63.6
90558,Plissee_20,0.84,67.9
5892,Plissee_20,0.84,77.8
14468,Plissee_20,0.84,73.0
31397,Reparatur,0.84,99.9
2205,Plissee_wa,0.84,36.0
15587,Plissee_20,0.84,74.2
79897,Plissee_20,0.84,76.0
63589,Reparatur,0.84,47.0
63516,Rollo,0.84,48.5
80718,Plissee_20,0.84,61.7
77551,Reparatur,0.84,99.9
90042,Plissee_20,0.84,49.3
15682,Plissee_20,0.84,47.5
27597,Plissee_20,0.84,71.5
23730,Plissee_20,0.84,50.8
24440,Plissee_20,0.84,75.5
52031,Rollo,0.84,49.4
29253,Plissee_20,0.84,78.6
11940,Plissee_20,0.84,82.4
38763,Rollo,0.84,61.3
71647,Reparatur,0.84,99.9
77820,Plissee_20,0.84,48.1
67446,Plissee_20,0.84,68.8
50947,Jalousie,0.85,45.5
55714,Plissee_20,0.85,60.2
17895,Plissee_20,0.85,71.7
86717,Plissee_20,0.85,34.0
73475,Plissee_20,0.85,42.5
59224,Reparatur,0.85,62.6
43580,Plissee_20,0.85,72.5
91388,Fvorhang,0.85,70.0
37718,Fvorhang,0.85,60.0
47009,Plissee_20,0.85,72.0
84959,Plissee_20,0.85,26.5
5653,Plissee_wa,0.85,52.5
78192,Fvorhang,0.85,68.2
89404,Plissee_20,0.85,67.5
19252,Plissee_20,0.85,38.0
54819,Plissee_20,0.85,64.4
5817,Plissee_20,0.85,59.6
46097,Fvorhang,0.85,60.0
33168,Plissee_20,0.85,65.5
33185,Rollo,0.85,51.0
1686,Plissee_20,0.85,31.5
37702,Plissee_20,0.85,66.4
4584,Plissee_20,0.85,35.2
14055,Plissee_20,0.85,31.7
67977,Plissee_wa,0.85,44.7
50824,Reparatur,0.85,99.9
56664,Plissee_20,0.85,67.5
85661,Plissee_20,0.85,61.3
78239,Plissee_20,0.85,64.5
60324,Plissee_20,0.85,54.5
36682,Plissee_20,0.85,53.0
76464,Plissee_20,0.85,72.5
76472,Plissee_20,0.85,60.6
73265,Plissee_20,0.85,37.8
47879,Rollo,0.85,59.0
2124,Plissee_20,0.85,66.3
48085,Plissee_20,0.85,33.9
56016,Rollo,0.85,60.0
62827,Plissee_20,0.85,114.5
32849,Plissee_20,0.85,60.7
